 txt, src_id, type_id, weight, tgt_id, value_id, desc, source parent_id, source type_id, source origin_nm, source name, source id, source path type_id, source path id, source path nm, target parent_id, target type_id, target origin_nm, target name, target id, target path type_id, target path id, target path nm
,12919653,11,0.95,12919657,12919656,,12919651,1707,qlik_test1,DEPTNO,12919653,1702,12919651,employee_details.qvw,,,,,,,,
,12919653,11,0.95,12919657,12919656,,12919651,1707,qlik_test1,DEPTNO,12919653,1701,12919656,QVSERVER,,,,,,,,
,12919653,11,0.95,12919657,12919656,"0,12919641",12919651,1707,qlik_test1,DEPTNO,12919653,,,,12919641,152,qlik_test1,DEPTNO,12919657,151,12919641,salary
,12919653,11,0.95,12919657,12919656,"0,12919641",12919651,1707,qlik_test1,DEPTNO,12919653,,,,12919641,152,qlik_test1,DEPTNO,12919657,1710,12919639,salary
,12919653,11,0.95,12919657,12919656,"0,12919641",12919651,1707,qlik_test1,DEPTNO,12919653,,,,12919641,152,qlik_test1,DEPTNO,12919657,1702,12919651,employee_details.qvw
,12919653,11,0.95,12919657,12919656,"0,12919641",12919651,1707,qlik_test1,DEPTNO,12919653,,,,12919641,152,qlik_test1,DEPTNO,12919657,1701,12919656,QVSERVER
,12919653,11,0.95,12919657,12919656,"0,12919641",12919651,1707,qlik_test1,DEPTNO,12919653,,,,12919641,152,qlik_test1,DEPTNO,12919657,,,
,12919671,11,0.95,12919657,12919651,,12919643,152,qlik_test1,LOAD0/2,12919671,151,12919643,"LOAD COMM,",,,,,,,,
,12919671,11,0.95,12919657,12919651,,12919643,152,qlik_test1,LOAD0/2,12919671,1703,12919658,DSN=ODBC;DSN=ORACLE;DBQ=DESKTOP-OISORCF,,,,,,,,
,12919671,11,0.95,12919657,12919651,,12919643,152,qlik_test1,LOAD0/2,12919671,1702,12919651,employee_details.qvw,,,,,,,,
,12919671,11,0.95,12919657,12919651,,12919643,152,qlik_test1,LOAD0/2,12919671,1701,12919656,QVSERVER,,,,,,,,
,12919671,11,0.95,12919657,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/2,12919671,,,,12919641,152,qlik_test1,DEPTNO,12919657,151,12919641,salary
,12919671,11,0.95,12919657,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/2,12919671,,,,12919641,152,qlik_test1,DEPTNO,12919657,1710,12919639,salary
,12919671,11,0.95,12919657,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/2,12919671,,,,12919641,152,qlik_test1,DEPTNO,12919657,1702,12919651,employee_details.qvw
,12919671,11,0.95,12919657,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/2,12919671,,,,12919641,152,qlik_test1,DEPTNO,12919657,1701,12919656,QVSERVER
,12919671,11,0.95,12919657,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/2,12919671,,,,12919641,152,qlik_test1,DEPTNO,12919657,,,
,12919644,11,0.95,12919638,12919656,,12919651,1707,qlik_test1,EMPNO,12919644,1702,12919651,employee_details.qvw,,,,,,,,
,12919644,11,0.95,12919638,12919656,,12919651,1707,qlik_test1,EMPNO,12919644,1701,12919656,QVSERVER,,,,,,,,
,12919644,11,0.95,12919638,12919656,"0,12919641",12919651,1707,qlik_test1,EMPNO,12919644,,,,12919641,152,qlik_test1,EMPNO,12919638,151,12919641,salary
,12919644,11,0.95,12919638,12919656,"0,12919641",12919651,1707,qlik_test1,EMPNO,12919644,,,,12919641,152,qlik_test1,EMPNO,12919638,1710,12919639,salary
,12919644,11,0.95,12919638,12919656,"0,12919641",12919651,1707,qlik_test1,EMPNO,12919644,,,,12919641,152,qlik_test1,EMPNO,12919638,1702,12919651,employee_details.qvw
,12919644,11,0.95,12919638,12919656,"0,12919641",12919651,1707,qlik_test1,EMPNO,12919644,,,,12919641,152,qlik_test1,EMPNO,12919638,1701,12919656,QVSERVER
,12919644,11,0.95,12919638,12919656,"0,12919641",12919651,1707,qlik_test1,EMPNO,12919644,,,,12919641,152,qlik_test1,EMPNO,12919638,,,
,12919660,11,0.95,12919638,12919651,,12919643,152,qlik_test1,LOAD0/3,12919660,151,12919643,"LOAD COMM,",,,,,,,,
,12919660,11,0.95,12919638,12919651,,12919643,152,qlik_test1,LOAD0/3,12919660,1703,12919658,DSN=ODBC;DSN=ORACLE;DBQ=DESKTOP-OISORCF,,,,,,,,
,12919660,11,0.95,12919638,12919651,,12919643,152,qlik_test1,LOAD0/3,12919660,1702,12919651,employee_details.qvw,,,,,,,,
